Time__CET_CEST_,Day_ahead_Total_Load_Forecast__MW____BZN_NL,Actual_Total_Load__MW____BZN_NL
28.01.2024 20:15 - 28.01.2024 20:30,14470.0,14624.0
28.01.2024 20:30 - 28.01.2024 20:45,14348.0,14440.0
28.01.2024 20:45 - 28.01.2024 21:00,14249.0,14222.0
28.01.2024 21:00 - 28.01.2024 21:15,14098.0,14045.0
28.01.2024 21:15 - 28.01.2024 21:30,13939.0,13932.0
28.01.2024 21:30 - 28.01.2024 21:45,13765.0,13762.0
28.01.2024 21:45 - 28.01.2024 22:00,13580.0,13557.0
28.01.2024 22:00 - 28.01.2024 22:15,13376.0,13345.0
28.01.2024 22:15 - 28.01.2024 22:30,13214.0,13180.0
28.01.2024 22:30 - 28.01.2024 22:45,13050.0,12978.0
28.01.2024 22:45 - 28.01.2024 23:00,12800.0,12790.0
28.01.2024 23:00 - 28.01.2024 23:15,12440.0,12590.0
28.01.2024 23:15 - 28.01.2024 23:30,12209.0,12397.0
28.01.2024 23:30 - 28.01.2024 23:45,12007.0,12216.0
28.01.2024 23:45 - 29.01.2024 00:00,11845.0,12092.0
29.01.2024 00:00 - 29.01.2024 00:15,10572.0,12053.0
29.01.2024 00:15 - 29.01.2024 00:30,10606.0,11984.0
29.01.2024 00:30 - 29.01.2024 00:45,10577.0,11893.0
29.01.2024 00:45 - 29.01.2024 01:00,10507.0,11783.0
29.01.2024 01:00 - 29.01.2024 01:15,10447.0,11646.0
29.01.2024 01:15 - 29.01.2024 01:30,10468.0,11572.0
29.01.2024 01:30 - 29.01.2024 01:45,10420.0,11487.0
29.01.2024 01:45 - 29.01.2024 02:00,10349.0,11395.0
29.01.2024 02:00 - 29.01.2024 02:15,10325.0,11364.0
29.01.2024 02:15 - 29.01.2024 02:30,10262.0,11318.0
29.01.2024 02:30 - 29.01.2024 02:45,10207.0,11275.0
29.01.2024 02:45 - 29.01.2024 03:00,10175.0,11256.0
29.01.2024 03:00 - 29.01.2024 03:15,10156.0,11289.0
29.01.2024 03:15 - 29.01.2024 03:30,10161.0,11257.0
29.01.2024 03:30 - 29.01.2024 03:45,10176.0,11271.0
29.01.2024 03:45 - 29.01.2024 04:00,10226.0,11263.0
29.01.2024 04:00 - 29.01.2024 04:15,10287.0,11373.0
29.01.2024 04:15 - 29.01.2024 04:30,10313.0,11353.0
29.01.2024 04:30 - 29.01.2024 04:45,10367.0,11368.0
29.01.2024 04:45 - 29.01.2024 05:00,10499.0,11442.0
29.01.2024 05:00 - 29.01.2024 05:15,10680.0,11636.0
29.01.2024 05:15 - 29.01.2024 05:30,10841.0,11781.0
29.01.2024 05:30 - 29.01.2024 05:45,10956.0,11990.0
29.01.2024 05:45 - 29.01.2024 06:00,11052.0,12256.0
29.01.2024 06:00 - 29.01.2024 06:15,11429.0,12782.0
29.01.2024 06:15 - 29.01.2024 06:30,11884.0,13126.0
29.01.2024 06:30 - 29.01.2024 06:45,12302.0,13511.0
29.01.2024 06:45 - 29.01.2024 07:00,12676.0,13966.0
29.01.2024 07:00 - 29.01.2024 07:15,13210.0,14686.0
29.01.2024 07:15 - 29.01.2024 07:30,13825.0,15228.0
29.01.2024 07:30 - 29.01.2024 07:45,14237.0,15763.0
29.01.2024 07:45 - 29.01.2024 08:00,14650.0,16236.0
29.01.2024 08:00 - 29.01.2024 08:15,15065.0,16589.0
29.01.2024 08:15 - 29.01.2024 08:30,15418.0,16763.0
29.01.2024 08:30 - 29.01.2024 08:45,15767.0,16873.0
29.01.2024 08:45 - 29.01.2024 09:00,16213.0,16877.0
29.01.2024 09:00 - 29.01.2024 09:15,16343.0,16822.0
29.01.2024 09:15 - 29.01.2024 09:30,16516.0,16719.0
29.01.2024 09:30 - 29.01.2024 09:45,16793.0,16531.0
29.01.2024 09:45 - 29.01.2024 10:00,17518.0,16449.0
29.01.2024 10:00 - 29.01.2024 10:15,16615.0,16193.0
29.01.2024 10:15 - 29.01.2024 10:30,16565.0,15982.0
29.01.2024 10:30 - 29.01.2024 10:45,15857.0,15784.0
29.01.2024 10:45 - 29.01.2024 11:00,15764.0,15588.0
29.01.2024 11:00 - 29.01.2024 11:15,15602.0,15306.0
29.01.2024 11:15 - 29.01.2024 11:30,15397.0,15153.0
29.01.2024 11:30 - 29.01.2024 11:45,15213.0,15028.0
29.01.2024 11:45 - 29.01.2024 12:00,15016.0,14974.0
29.01.2024 12:00 - 29.01.2024 12:15,14792.0,14866.0
29.01.2024 12:15 - 29.01.2024 12:30,14624.0,14740.0
29.01.2024 12:30 - 29.01.2024 12:45,14330.0,14610.0
29.01.2024 12:45 - 29.01.2024 13:00,14213.0,14564.0
29.01.2024 13:00 - 29.01.2024 13:15,14235.0,14629.0
29.01.2024 13:15 - 29.01.2024 13:30,14192.0,14671.0
29.01.2024 13:30 - 29.01.2024 13:45,14172.0,14717.0
29.01.2024 13:45 - 29.01.2024 14:00,14186.0,14747.0
29.01.2024 14:00 - 29.01.2024 14:15,14196.0,14770.0
29.01.2024 14:15 - 29.01.2024 14:30,14190.0,14745.0
29.01.2024 14:30 - 29.01.2024 14:45,14226.0,14800.0
29.01.2024 14:45 - 29.01.2024 15:00,14360.0,14919.0
29.01.2024 15:00 - 29.01.2024 15:15,14447.0,15057.0
29.01.2024 15:15 - 29.01.2024 15:30,14677.0,15170.0
29.01.2024 15:30 - 29.01.2024 15:45,14909.0,15324.0
29.01.2024 15:45 - 29.01.2024 16:00,15233.0,15499.0
29.01.2024 16:00 - 29.01.2024 16:15,15546.0,15636.0
29.01.2024 16:15 - 29.01.2024 16:30,15798.0,15872.0
29.01.2024 16:30 - 29.01.2024 16:45,15993.0,16166.0
29.01.2024 16:45 - 29.01.2024 17:00,16244.0,16620.0
29.01.2024 17:00 - 29.01.2024 17:15,16469.0,16872.0
29.01.2024 17:15 - 29.01.2024 17:30,16654.0,17255.0
29.01.2024 17:30 - 29.01.2024 17:45,16802.0,17565.0
29.01.2024 17:45 - 29.01.2024 18:00,16939.0,17645.0
29.01.2024 18:00 - 29.01.2024 18:15,16929.0,17343.0
29.01.2024 18:15 - 29.01.2024 18:30,16472.0,17059.0
29.01.2024 18:30 - 29.01.2024 18:45,16259.0,16898.0
29.01.2024 18:45 - 29.01.2024 19:00,16081.0,16779.0
29.01.2024 19:00 - 29.01.2024 19:15,15961.0,16618.0
29.01.2024 19:15 - 29.01.2024 19:30,15818.0,16463.0
29.01.2024 19:30 - 29.01.2024 19:45,15686.0,16275.0
29.01.2024 19:45 - 29.01.2024 20:00,15593.0,16155.0
29.01.2024 20:00 - 29.01.2024 20:15,15484.0,15866.0
29.01.2024 20:15 - 29.01.2024 20:30,15326.0,15671.0
29.01.2024 20:30 - 29.01.2024 20:45,15236.0,15443.0
29.01.2024 20:45 - 29.01.2024 21:00,15056.0,15246.0
29.01.2024 21:00 - 29.01.2024 21:15,14783.0,14998.0
29.01.2024 21:15 - 29.01.2024 21:30,14618.0,14788.0
29.01.2024 21:30 - 29.01.2024 21:45,14415.0,14571.0
29.01.2024 21:45 - 29.01.2024 22:00,14215.0,14304.0
29.01.2024 22:00 - 29.01.2024 22:15,13957.0,14057.0
29.01.2024 22:15 - 29.01.2024 22:30,13739.0,13813.0
29.01.2024 22:30 - 29.01.2024 22:45,13547.0,13613.0
29.01.2024 22:45 - 29.01.2024 23:00,13326.0,13334.0
29.01.2024 23:00 - 29.01.2024 23:15,13180.0,13134.0
29.01.2024 23:15 - 29.01.2024 23:30,13115.0,12900.0
29.01.2024 23:30 - 29.01.2024 23:45,12933.0,12691.0
29.01.2024 23:45 - 30.01.2024 00:00,12768.0,12523.0
30.01.2024 00:00 - 30.01.2024 00:15,12545.0,12372.0
30.01.2024 00:15 - 30.01.2024 00:30,12555.0,12266.0
30.01.2024 00:30 - 30.01.2024 00:45,12454.0,12111.0
30.01.2024 00:45 - 30.01.2024 01:00,12343.0,11963.0
30.01.2024 01:00 - 30.01.2024 01:15,12177.0,11862.0
30.01.2024 01:15 - 30.01.2024 01:30,12046.0,11776.0
30.01.2024 01:30 - 30.01.2024 01:45,11958.0,11641.0
30.01.2024 01:45 - 30.01.2024 02:00,11897.0,11537.0
30.01.2024 02:00 - 30.01.2024 02:15,11873.0,11511.0
30.01.2024 02:15 - 30.01.2024 02:30,11828.0,11466.0
30.01.2024 02:30 - 30.01.2024 02:45,11762.0,11393.0
30.01.2024 02:45 - 30.01.2024 03:00,11685.0,11346.0
30.01.2024 03:00 - 30.01.2024 03:15,11590.0,11331.0
30.01.2024 03:15 - 30.01.2024 03:30,11556.0,11313.0
30.01.2024 03:30 - 30.01.2024 03:45,11540.0,11290.0
30.01.2024 03:45 - 30.01.2024 04:00,11519.0,11264.0
30.01.2024 04:00 - 30.01.2024 04:15,11574.0,11314.0
30.01.2024 04:15 - 30.01.2024 04:30,11643.0,11340.0
30.01.2024 04:30 - 30.01.2024 04:45,11644.0,11366.0
30.01.2024 04:45 - 30.01.2024 05:00,11678.0,11443.0
30.01.2024 05:00 - 30.01.2024 05:15,11777.0,11625.0
30.01.2024 05:15 - 30.01.2024 05:30,11909.0,11730.0
30.01.2024 05:30 - 30.01.2024 05:45,12091.0,11924.0
30.01.2024 05:45 - 30.01.2024 06:00,12281.0,12143.0
30.01.2024 06:00 - 30.01.2024 06:15,12579.0,12634.0
30.01.2024 06:15 - 30.01.2024 06:30,12979.0,12980.0
30.01.2024 06:30 - 30.01.2024 06:45,13312.0,13380.0
30.01.2024 06:45 - 30.01.2024 07:00,13669.0,13834.0
30.01.2024 07:00 - 30.01.2024 07:15,14055.0,14553.0
30.01.2024 07:15 - 30.01.2024 07:30,14577.0,15079.0
30.01.2024 07:30 - 30.01.2024 07:45,15054.0,15536.0
30.01.2024 07:45 - 30.01.2024 08:00,15515.0,15977.0
30.01.2024 08:00 - 30.01.2024 08:15,15959.0,16327.0
30.01.2024 08:15 - 30.01.2024 08:30,16209.0,16443.0
30.01.2024 08:30 - 30.01.2024 08:45,16449.0,16633.0
30.01.2024 08:45 - 30.01.2024 09:00,16579.0,16792.0
30.01.2024 09:00 - 30.01.2024 09:15,16652.0,16853.0
30.01.2024 09:15 - 30.01.2024 09:30,16671.0,16857.0
30.01.2024 09:30 - 30.01.2024 09:45,16639.0,16787.0
30.01.2024 09:45 - 30.01.2024 10:00,16674.0,16692.0
30.01.2024 10:00 - 30.01.2024 10:15,16575.0,16619.0
30.01.2024 10:15 - 30.01.2024 10:30,16028.0,16568.0
30.01.2024 10:30 - 30.01.2024 10:45,15750.0,16507.0
30.01.2024 10:45 - 30.01.2024 11:00,15464.0,16428.0
30.01.2024 11:00 - 30.01.2024 11:15,15192.0,16357.0
30.01.2024 11:15 - 30.01.2024 11:30,14985.0,16324.0
30.01.2024 11:30 - 30.01.2024 11:45,14788.0,16302.0
30.01.2024 11:45 - 30.01.2024 12:00,14666.0,16284.0
30.01.2024 12:00 - 30.01.2024 12:15,14465.0,16195.0
30.01.2024 12:15 - 30.01.2024 12:30,14235.0,16077.0
30.01.2024 12:30 - 30.01.2024 12:45,14051.0,15989.0
30.01.2024 12:45 - 30.01.2024 13:00,13926.0,15913.0
30.01.2024 13:00 - 30.01.2024 13:15,13824.0,15986.0
30.01.2024 13:15 - 30.01.2024 13:30,13859.0,16011.0
30.01.2024 13:30 - 30.01.2024 13:45,13913.0,16006.0
30.01.2024 13:45 - 30.01.2024 14:00,14001.0,16051.0
30.01.2024 14:00 - 30.01.2024 14:15,14171.0,16072.0
30.01.2024 14:15 - 30.01.2024 14:30,14355.0,16096.0
30.01.2024 14:30 - 30.01.2024 14:45,14480.0,16078.0
30.01.2024 14:45 - 30.01.2024 15:00,14620.0,16141.0
30.01.2024 15:00 - 30.01.2024 15:15,14745.0,16213.0
30.01.2024 15:15 - 30.01.2024 15:30,14955.0,16311.0
30.01.2024 15:30 - 30.01.2024 15:45,15179.0,16424.0
30.01.2024 15:45 - 30.01.2024 16:00,15410.0,16522.0
30.01.2024 16:00 - 30.01.2024 16:15,15682.0,16644.0
30.01.2024 16:15 - 30.01.2024 16:30,15935.0,16720.0
30.01.2024 16:30 - 30.01.2024 16:45,16099.0,16876.0
30.01.2024 16:45 - 30.01.2024 17:00,16312.0,17150.0
30.01.2024 17:00 - 30.01.2024 17:15,16614.0,17308.0
30.01.2024 17:15 - 30.01.2024 17:30,16756.0,17566.0
30.01.2024 17:30 - 30.01.2024 17:45,16884.0,17784.0
30.01.2024 17:45 - 30.01.2024 18:00,16850.0,17814.0
30.01.2024 18:00 - 30.01.2024 18:15,16642.0,17505.0
30.01.2024 18:15 - 30.01.2024 18:30,16348.0,17258.0
30.01.2024 18:30 - 30.01.2024 18:45,16171.0,17064.0
30.01.2024 18:45 - 30.01.2024 19:00,16022.0,16935.0
30.01.2024 19:00 - 30.01.2024 19:15,15894.0,16723.0
30.01.2024 19:15 - 30.01.2024 19:30,15720.0,16545.0
30.01.2024 19:30 - 30.01.2024 19:45,15510.0,16360.0
30.01.2024 19:45 - 30.01.2024 20:00,15386.0,16231.0
30.01.2024 20:00 - 30.01.2024 20:15,15270.0,15992.0
30.01.2024 20:15 - 30.01.2024 20:30,15086.0,15798.0
30.01.2024 20:30 - 30.01.2024 20:45,14923.0,15571.0
30.01.2024 20:45 - 30.01.2024 21:00,14776.0,15398.0
30.01.2024 21:00 - 30.01.2024 21:15,14480.0,15139.0
30.01.2024 21:15 - 30.01.2024 21:30,14303.0,14921.0
30.01.2024 21:30 - 30.01.2024 21:45,14071.0,14655.0
30.01.2024 21:45 - 30.01.2024 22:00,13821.0,14439.0
30.01.2024 22:00 - 30.01.2024 22:15,13512.0,14139.0
30.01.2024 22:15 - 30.01.2024 22:30,13258.0,13915.0
30.01.2024 22:30 - 30.01.2024 22:45,13012.0,13682.0
30.01.2024 22:45 - 30.01.2024 23:00,12789.0,13452.0
30.01.2024 23:00 - 30.01.2024 23:15,12650.0,13269.0
30.01.2024 23:15 - 30.01.2024 23:30,12563.0,13089.0
30.01.2024 23:30 - 30.01.2024 23:45,12418.0,12840.0
30.01.2024 23:45 - 31.01.2024 00:00,12255.0,12647.0
31.01.2024 00:00 - 31.01.2024 00:15,12018.0,12469.0
31.01.2024 00:15 - 31.01.2024 00:30,11903.0,12370.0
31.01.2024 00:30 - 31.01.2024 00:45,11726.0,12202.0
31.01.2024 00:45 - 31.01.2024 01:00,11575.0,12077.0
31.01.2024 01:00 - 31.01.2024 01:15,11522.0,11981.0
31.01.2024 01:15 - 31.01.2024 01:30,11401.0,11870.0
31.01.2024 01:30 - 31.01.2024 01:45,11304.0,11762.0
31.01.2024 01:45 - 31.01.2024 02:00,11231.0,11658.0
31.01.2024 02:00 - 31.01.2024 02:15,11233.0,11623.0
31.01.2024 02:15 - 31.01.2024 02:30,11260.0,11572.0
31.01.2024 02:30 - 31.01.2024 02:45,11291.0,11521.0
31.01.2024 02:45 - 31.01.2024 03:00,11311.0,11462.0
31.01.2024 03:00 - 31.01.2024 03:15,11375.0,11462.0
31.01.2024 03:15 - 31.01.2024 03:30,11495.0,11437.0
31.01.2024 03:30 - 31.01.2024 03:45,11535.0,11414.0
31.01.2024 03:45 - 31.01.2024 04:00,11558.0,11401.0
31.01.2024 04:00 - 31.01.2024 04:15,11622.0,11426.0
31.01.2024 04:15 - 31.01.2024 04:30,11657.0,11434.0
31.01.2024 04:30 - 31.01.2024 04:45,11646.0,11444.0
31.01.2024 04:45 - 31.01.2024 05:00,11662.0,11489.0
31.01.2024 05:00 - 31.01.2024 05:15,11666.0,11617.0
31.01.2024 05:15 - 31.01.2024 05:30,11730.0,11760.0
31.01.2024 05:30 - 31.01.2024 05:45,11895.0,11956.0
31.01.2024 05:45 - 31.01.2024 06:00,12006.0,12190.0
31.01.2024 06:00 - 31.01.2024 06:15,12305.0,12677.0
31.01.2024 06:15 - 31.01.2024 06:30,12683.0,13042.0
31.01.2024 06:30 - 31.01.2024 06:45,12991.0,13437.0
31.01.2024 06:45 - 31.01.2024 07:00,13312.0,13914.0
31.01.2024 07:00 - 31.01.2024 07:15,13762.0,14642.0
31.01.2024 07:15 - 31.01.2024 07:30,14349.0,15165.0
31.01.2024 07:30 - 31.01.2024 07:45,14869.0,15640.0
31.01.2024 07:45 - 31.01.2024 08:00,15266.0,16088.0
31.01.2024 08:00 - 31.01.2024 08:15,15627.0,16444.0
31.01.2024 08:15 - 31.01.2024 08:30,15923.0,16617.0
31.01.2024 08:30 - 31.01.2024 08:45,16137.0,16787.0
31.01.2024 08:45 - 31.01.2024 09:00,16372.0,16970.0
31.01.2024 09:00 - 31.01.2024 09:15,17062.0,17099.0
31.01.2024 09:15 - 31.01.2024 09:30,17862.0,17187.0
31.01.2024 09:30 - 31.01.2024 09:45,17773.0,17113.0
31.01.2024 09:45 - 31.01.2024 10:00,17636.0,17044.0
31.01.2024 10:00 - 31.01.2024 10:15,18088.0,16877.0
31.01.2024 10:15 - 31.01.2024 10:30,17969.0,16684.0
31.01.2024 10:30 - 31.01.2024 10:45,17286.0,16562.0
31.01.2024 10:45 - 31.01.2024 11:00,16382.0,16674.0
31.01.2024 11:00 - 31.01.2024 11:15,16258.0,16639.0
31.01.2024 11:15 - 31.01.2024 11:30,15303.0,16641.0
31.01.2024 11:30 - 31.01.2024 11:45,15299.0,16573.0
31.01.2024 11:45 - 31.01.2024 12:00,15241.0,16413.0
31.01.2024 12:00 - 31.01.2024 12:15,15094.0,16384.0
31.01.2024 12:15 - 31.01.2024 12:30,15000.0,16378.0
31.01.2024 12:30 - 31.01.2024 12:45,14885.0,16283.0
31.01.2024 12:45 - 31.01.2024 13:00,14903.0,16315.0
31.01.2024 13:00 - 31.01.2024 13:15,14963.0,16368.0
31.01.2024 13:15 - 31.01.2024 13:30,15053.0,16447.0
31.01.2024 13:30 - 31.01.2024 13:45,15159.0,16483.0
31.01.2024 13:45 - 31.01.2024 14:00,15193.0,16493.0
31.01.2024 14:00 - 31.01.2024 14:15,15188.0,16413.0
31.01.2024 14:15 - 31.01.2024 14:30,15361.0,16425.0
31.01.2024 14:30 - 31.01.2024 14:45,15442.0,16466.0
31.01.2024 14:45 - 31.01.2024 15:00,15530.0,16481.0
31.01.2024 15:00 - 31.01.2024 15:15,15501.0,16520.0
31.01.2024 15:15 - 31.01.2024 15:30,15606.0,16527.0
31.01.2024 15:30 - 31.01.2024 15:45,15762.0,16644.0
31.01.2024 15:45 - 31.01.2024 16:00,15902.0,16784.0
31.01.2024 16:00 - 31.01.2024 16:15,16235.0,16863.0
31.01.2024 16:15 - 31.01.2024 16:30,16665.0,16972.0
31.01.2024 16:30 - 31.01.2024 16:45,16401.0,17166.0
31.01.2024 16:45 - 31.01.2024 17:00,16663.0,17468.0
31.01.2024 17:00 - 31.01.2024 17:15,16877.0,17647.0
31.01.2024 17:15 - 31.01.2024 17:30,17011.0,17897.0
31.01.2024 17:30 - 31.01.2024 17:45,17187.0,18109.0
31.01.2024 17:45 - 31.01.2024 18:00,17215.0,18159.0
31.01.2024 18:00 - 31.01.2024 18:15,17051.0,17835.0
31.01.2024 18:15 - 31.01.2024 18:30,16724.0,17614.0
31.01.2024 18:30 - 31.01.2024 18:45,16524.0,17433.0
31.01.2024 18:45 - 31.01.2024 19:00,16389.0,17277.0
31.01.2024 19:00 - 31.01.2024 19:15,16278.0,17092.0
31.01.2024 19:15 - 31.01.2024 19:30,16132.0,16902.0
31.01.2024 19:30 - 31.01.2024 19:45,15976.0,16681.0
31.01.2024 19:45 - 31.01.2024 20:00,15819.0,16569.0
31.01.2024 20:00 - 31.01.2024 20:15,15747.0,16320.0
31.01.2024 20:15 - 31.01.2024 20:30,15653.0,16113.0
31.01.2024 20:30 - 31.01.2024 20:45,15524.0,15883.0
31.01.2024 20:45 - 31.01.2024 21:00,15327.0,15695.0
31.01.2024 21:00 - 31.01.2024 21:15,15150.0,15487.0
31.01.2024 21:15 - 31.01.2024 21:30,14900.0,15285.0
31.01.2024 21:30 - 31.01.2024 21:45,14665.0,14999.0
31.01.2024 21:45 - 31.01.2024 22:00,14472.0,14825.0
31.01.2024 22:00 - 31.01.2024 22:15,14263.0,14477.0
31.01.2024 22:15 - 31.01.2024 22:30,14049.0,14262.0
31.01.2024 22:30 - 31.01.2024 22:45,13826.0,14010.0
31.01.2024 22:45 - 31.01.2024 23:00,13613.0,13789.0
31.01.2024 23:00 - 31.01.2024 23:15,13436.0,13578.0
31.01.2024 23:15 - 31.01.2024 23:30,13254.0,13400.0
31.01.2024 23:30 - 31.01.2024 23:45,13073.0,13165.0
31.01.2024 23:45 - 01.02.2024 00:00,12803.0,12936.0
01.02.2024 00:00 - 01.02.2024 00:15,12616.0,12763.0
01.02.2024 00:15 - 01.02.2024 00:30,12655.0,12490.0
01.02.2024 00:30 - 01.02.2024 00:45,12565.0,12429.0
01.02.2024 00:45 - 01.02.2024 01:00,12434.0,12308.0
01.02.2024 01:00 - 01.02.2024 01:15,12412.0,12236.0
01.02.2024 01:15 - 01.02.2024 01:30,12406.0,12164.0
01.02.2024 01:30 - 01.02.2024 01:45,12316.0,12046.0
01.02.2024 01:45 - 01.02.2024 02:00,12234.0,11995.0
01.02.2024 02:00 - 01.02.2024 02:15,12163.0,11949.0
01.02.2024 02:15 - 01.02.2024 02:30,12115.0,11886.0
01.02.2024 02:30 - 01.02.2024 02:45,12120.0,11797.0
01.02.2024 02:45 - 01.02.2024 03:00,12083.0,11707.0
01.02.2024 03:00 - 01.02.2024 03:15,12078.0,11691.0
01.02.2024 03:15 - 01.02.2024 03:30,12097.0,11610.0
01.02.2024 03:30 - 01.02.2024 03:45,12089.0,11527.0
01.02.2024 03:45 - 01.02.2024 04:00,12100.0,11472.0
01.02.2024 04:00 - 01.02.2024 04:15,12154.0,11479.0
01.02.2024 04:15 - 01.02.2024 04:30,12232.0,11473.0
01.02.2024 04:30 - 01.02.2024 04:45,12286.0,11489.0
01.02.2024 04:45 - 01.02.2024 05:00,12326.0,11559.0
01.02.2024 05:00 - 01.02.2024 05:15,12358.0,11844.0
01.02.2024 05:15 - 01.02.2024 05:30,12523.0,11951.0
01.02.2024 05:30 - 01.02.2024 05:45,12722.0,12099.0
01.02.2024 05:45 - 01.02.2024 06:00,12911.0,12324.0
01.02.2024 06:00 - 01.02.2024 06:15,13249.0,12738.0
01.02.2024 06:15 - 01.02.2024 06:30,13684.0,13128.0
01.02.2024 06:30 - 01.02.2024 06:45,14025.0,13563.0
01.02.2024 06:45 - 01.02.2024 07:00,14380.0,14006.0
01.02.2024 07:00 - 01.02.2024 07:15,14840.0,14828.0
01.02.2024 07:15 - 01.02.2024 07:30,15346.0,15324.0
01.02.2024 07:30 - 01.02.2024 07:45,15723.0,15840.0
01.02.2024 07:45 - 01.02.2024 08:00,16067.0,16262.0
01.02.2024 08:00 - 01.02.2024 08:15,16317.0,16610.0
01.02.2024 08:15 - 01.02.2024 08:30,16637.0,16700.0
01.02.2024 08:30 - 01.02.2024 08:45,16842.0,16724.0
01.02.2024 08:45 - 01.02.2024 09:00,17005.0,16668.0
01.02.2024 09:00 - 01.02.2024 09:15,17074.0,16509.0
01.02.2024 09:15 - 01.02.2024 09:30,17007.0,16311.0
01.02.2024 09:30 - 01.02.2024 09:45,16884.0,16062.0
01.02.2024 09:45 - 01.02.2024 10:00,16661.0,15928.0
01.02.2024 10:00 - 01.02.2024 10:15,16423.0,15670.0
01.02.2024 10:15 - 01.02.2024 10:30,13616.0,15513.0
01.02.2024 10:30 - 01.02.2024 10:45,15877.0,15385.0
01.02.2024 10:45 - 01.02.2024 11:00,15645.0,15268.0
01.02.2024 11:00 - 01.02.2024 11:15,15475.0,15019.0
01.02.2024 11:15 - 01.02.2024 11:30,15310.0,14898.0
01.02.2024 11:30 - 01.02.2024 11:45,15098.0,14815.0
01.02.2024 11:45 - 01.02.2024 12:00,14895.0,14812.0
01.02.2024 12:00 - 01.02.2024 12:15,14810.0,14698.0
01.02.2024 12:15 - 01.02.2024 12:30,14744.0,14620.0
01.02.2024 12:30 - 01.02.2024 12:45,14639.0,14517.0
01.02.2024 12:45 - 01.02.2024 13:00,14564.0,14467.0
01.02.2024 13:00 - 01.02.2024 13:15,14555.0,14584.0
01.02.2024 13:15 - 01.02.2024 13:30,14588.0,14586.0
01.02.2024 13:30 - 01.02.2024 13:45,14543.0,14564.0
01.02.2024 13:45 - 01.02.2024 14:00,14486.0,14528.0
01.02.2024 14:00 - 01.02.2024 14:15,14536.0,14566.0
01.02.2024 14:15 - 01.02.2024 14:30,14756.0,14570.0
01.02.2024 14:30 - 01.02.2024 14:45,14933.0,14524.0
01.02.2024 14:45 - 01.02.2024 15:00,15119.0,14557.0
01.02.2024 15:00 - 01.02.2024 15:15,15262.0,14710.0
01.02.2024 15:15 - 01.02.2024 15:30,15470.0,14771.0
01.02.2024 15:30 - 01.02.2024 15:45,15743.0,14913.0
01.02.2024 15:45 - 01.02.2024 16:00,16060.0,15122.0
01.02.2024 16:00 - 01.02.2024 16:15,16323.0,15259.0
01.02.2024 16:15 - 01.02.2024 16:30,16470.0,15579.0
01.02.2024 16:30 - 01.02.2024 16:45,16660.0,15904.0
01.02.2024 16:45 - 01.02.2024 17:00,16910.0,16357.0
01.02.2024 17:00 - 01.02.2024 17:15,17131.0,16697.0
01.02.2024 17:15 - 01.02.2024 17:30,17178.0,17088.0
01.02.2024 17:30 - 01.02.2024 17:45,17299.0,17472.0
01.02.2024 17:45 - 01.02.2024 18:00,17273.0,17587.0
01.02.2024 18:00 - 01.02.2024 18:15,17093.0,17404.0
01.02.2024 18:15 - 01.02.2024 18:30,16865.0,17264.0
01.02.2024 18:30 - 01.02.2024 18:45,16704.0,17093.0
01.02.2024 18:45 - 01.02.2024 19:00,16606.0,16992.0
01.02.2024 19:00 - 01.02.2024 19:15,16531.0,16834.0
01.02.2024 19:15 - 01.02.2024 19:30,16452.0,16656.0
01.02.2024 19:30 - 01.02.2024 19:45,16240.0,16486.0
01.02.2024 19:45 - 01.02.2024 20:00,16092.0,16433.0
01.02.2024 20:00 - 01.02.2024 20:15,15941.0,16172.0
01.02.2024 20:15 - 01.02.2024 20:30,15746.0,15959.0
01.02.2024 20:30 - 01.02.2024 20:45,15593.0,15772.0
01.02.2024 20:45 - 01.02.2024 21:00,15402.0,15609.0
01.02.2024 21:00 - 01.02.2024 21:15,15235.0,15345.0
01.02.2024 21:15 - 01.02.2024 21:30,15046.0,15105.0
01.02.2024 21:30 - 01.02.2024 21:45,14801.0,14868.0
01.02.2024 21:45 - 01.02.2024 22:00,14506.0,14632.0
01.02.2024 22:00 - 01.02.2024 22:15,14271.0,14327.0
01.02.2024 22:15 - 01.02.2024 22:30,14032.0,14082.0
01.02.2024 22:30 - 01.02.2024 22:45,13773.0,13806.0
01.02.2024 22:45 - 01.02.2024 23:00,13489.0,13577.0
01.02.2024 23:00 - 01.02.2024 23:15,13198.0,13522.0
01.02.2024 23:15 - 01.02.2024 23:30,13027.0,13270.0
01.02.2024 23:30 - 01.02.2024 23:45,12889.0,13069.0
01.02.2024 23:45 - 02.02.2024 00:00,12658.0,12944.0
02.02.2024 00:00 - 02.02.2024 00:15,12523.0,12781.0
02.02.2024 00:15 - 02.02.2024 00:30,12582.0,12680.0
02.02.2024 00:30 - 02.02.2024 00:45,12410.0,12536.0
02.02.2024 00:45 - 02.02.2024 01:00,12256.0,12380.0
02.02.2024 01:00 - 02.02.2024 01:15,12165.0,12273.0
02.02.2024 01:15 - 02.02.2024 01:30,12114.0,12142.0
02.02.2024 01:30 - 02.02.2024 01:45,11993.0,12017.0
02.02.2024 01:45 - 02.02.2024 02:00,11822.0,11984.0
02.02.2024 02:00 - 02.02.2024 02:15,11698.0,11906.0
02.02.2024 02:15 - 02.02.2024 02:30,11638.0,11834.0
02.02.2024 02:30 - 02.02.2024 02:45,11565.0,11787.0
