Time__CET_CEST_,Day_ahead_Total_Load_Forecast__MW____BZN_NL,Actual_Total_Load__MW____BZN_NL
20.01.2023 18:15 - 20.01.2023 18:30,13406.0,15992.0
20.01.2023 18:30 - 20.01.2023 18:45,13207.0,15791.0
20.01.2023 18:45 - 20.01.2023 19:00,13026.0,15652.0
20.01.2023 19:00 - 20.01.2023 19:15,12858.0,15487.0
20.01.2023 19:15 - 20.01.2023 19:30,12694.0,15259.0
20.01.2023 19:30 - 20.01.2023 19:45,12581.0,15104.0
20.01.2023 19:45 - 20.01.2023 20:00,12499.0,14965.0
20.01.2023 20:00 - 20.01.2023 20:15,12406.0,14764.0
20.01.2023 20:15 - 20.01.2023 20:30,12284.0,14561.0
20.01.2023 20:30 - 20.01.2023 20:45,12151.0,14349.0
20.01.2023 20:45 - 20.01.2023 21:00,12004.0,14150.0
20.01.2023 21:00 - 20.01.2023 21:15,11832.0,13940.0
20.01.2023 21:15 - 20.01.2023 21:30,11699.0,13743.0
20.01.2023 21:30 - 20.01.2023 21:45,11565.0,13549.0
20.01.2023 21:45 - 20.01.2023 22:00,11419.0,13329.0
20.01.2023 22:00 - 20.01.2023 22:15,11240.0,13078.0
20.01.2023 22:15 - 20.01.2023 22:30,11127.0,12961.0
20.01.2023 22:30 - 20.01.2023 22:45,10971.0,12698.0
20.01.2023 22:45 - 20.01.2023 23:00,10753.0,12563.0
20.01.2023 23:00 - 20.01.2023 23:15,10706.0,12412.0
20.01.2023 23:15 - 20.01.2023 23:30,10731.0,12254.0
20.01.2023 23:30 - 20.01.2023 23:45,10552.0,12109.0
20.01.2023 23:45 - 21.01.2023 00:00,10418.0,11926.0
21.01.2023 00:00 - 21.01.2023 00:15,9911.0,11773.0
21.01.2023 00:15 - 21.01.2023 00:30,9860.0,11678.0
21.01.2023 00:30 - 21.01.2023 00:45,9787.0,11542.0
21.01.2023 00:45 - 21.01.2023 01:00,9694.0,11370.0
21.01.2023 01:00 - 21.01.2023 01:15,9573.0,11280.0
21.01.2023 01:15 - 21.01.2023 01:30,9446.0,11192.0
21.01.2023 01:30 - 21.01.2023 01:45,9412.0,11054.0
21.01.2023 01:45 - 21.01.2023 02:00,9396.0,10962.0
21.01.2023 02:00 - 21.01.2023 02:15,9367.0,10906.0
21.01.2023 02:15 - 21.01.2023 02:30,9359.0,10856.0
21.01.2023 02:30 - 21.01.2023 02:45,9340.0,10773.0
21.01.2023 02:45 - 21.01.2023 03:00,9326.0,10762.0
21.01.2023 03:00 - 21.01.2023 03:15,9294.0,10753.0
21.01.2023 03:15 - 21.01.2023 03:30,9280.0,10728.0
21.01.2023 03:30 - 21.01.2023 03:45,9299.0,10682.0
21.01.2023 03:45 - 21.01.2023 04:00,9318.0,10682.0
21.01.2023 04:00 - 21.01.2023 04:15,9340.0,10711.0
21.01.2023 04:15 - 21.01.2023 04:30,9367.0,10726.0
21.01.2023 04:30 - 21.01.2023 04:45,9374.0,10745.0
21.01.2023 04:45 - 21.01.2023 05:00,9400.0,10757.0
21.01.2023 05:00 - 21.01.2023 05:15,9430.0,10789.0
21.01.2023 05:15 - 21.01.2023 05:30,9478.0,10794.0
21.01.2023 05:30 - 21.01.2023 05:45,9523.0,10835.0
21.01.2023 05:45 - 21.01.2023 06:00,9538.0,10893.0
21.01.2023 06:00 - 21.01.2023 06:15,9583.0,10955.0
21.01.2023 06:15 - 21.01.2023 06:30,9683.0,11069.0
21.01.2023 06:30 - 21.01.2023 06:45,9705.0,11201.0
21.01.2023 06:45 - 21.01.2023 07:00,9752.0,11319.0
21.01.2023 07:00 - 21.01.2023 07:15,9832.0,11510.0
21.01.2023 07:15 - 21.01.2023 07:30,9994.0,11701.0
21.01.2023 07:30 - 21.01.2023 07:45,10108.0,11900.0
21.01.2023 07:45 - 21.01.2023 08:00,10217.0,12136.0
21.01.2023 08:00 - 21.01.2023 08:15,10332.0,12420.0
21.01.2023 08:15 - 21.01.2023 08:30,10475.0,12672.0
21.01.2023 08:30 - 21.01.2023 08:45,10592.0,12847.0
21.01.2023 08:45 - 21.01.2023 09:00,10679.0,13062.0
21.01.2023 09:00 - 21.01.2023 09:15,10719.0,13285.0
21.01.2023 09:15 - 21.01.2023 09:30,10788.0,13389.0
21.01.2023 09:30 - 21.01.2023 09:45,10902.0,13405.0
21.01.2023 09:45 - 21.01.2023 10:00,10951.0,13464.0
21.01.2023 10:00 - 21.01.2023 10:15,10991.0,13377.0
21.01.2023 10:15 - 21.01.2023 10:30,11017.0,13250.0
21.01.2023 10:30 - 21.01.2023 10:45,10952.0,13199.0
21.01.2023 10:45 - 21.01.2023 11:00,10911.0,13023.0
21.01.2023 11:00 - 21.01.2023 11:15,10808.0,12912.0
21.01.2023 11:15 - 21.01.2023 11:30,10702.0,12770.0
21.01.2023 11:30 - 21.01.2023 11:45,10648.0,12601.0
21.01.2023 11:45 - 21.01.2023 12:00,10605.0,12397.0
21.01.2023 12:00 - 21.01.2023 12:15,10571.0,12186.0
21.01.2023 12:15 - 21.01.2023 12:30,10500.0,11974.0
21.01.2023 12:30 - 21.01.2023 12:45,10406.0,11788.0
21.01.2023 12:45 - 21.01.2023 13:00,10376.0,11628.0
21.01.2023 13:00 - 21.01.2023 13:15,10381.0,11579.0
21.01.2023 13:15 - 21.01.2023 13:30,10420.0,11531.0
21.01.2023 13:30 - 21.01.2023 13:45,10402.0,11576.0
21.01.2023 13:45 - 21.01.2023 14:00,10390.0,11619.0
21.01.2023 14:00 - 21.01.2023 14:15,10384.0,11664.0
21.01.2023 14:15 - 21.01.2023 14:30,10408.0,11735.0
21.01.2023 14:30 - 21.01.2023 14:45,10473.0,11839.0
21.01.2023 14:45 - 21.01.2023 15:00,10540.0,11983.0
21.01.2023 15:00 - 21.01.2023 15:15,10611.0,12205.0
21.01.2023 15:15 - 21.01.2023 15:30,10634.0,12400.0
21.01.2023 15:30 - 21.01.2023 15:45,10626.0,12665.0
21.01.2023 15:45 - 21.01.2023 16:00,10640.0,12895.0
21.01.2023 16:00 - 21.01.2023 16:15,10680.0,13137.0
21.01.2023 16:15 - 21.01.2023 16:30,10758.0,13441.0
21.01.2023 16:30 - 21.01.2023 16:45,10873.0,13700.0
21.01.2023 16:45 - 21.01.2023 17:00,10989.0,14049.0
21.01.2023 17:00 - 21.01.2023 17:15,11069.0,14382.0
21.01.2023 17:15 - 21.01.2023 17:30,11149.0,14800.0
21.01.2023 17:30 - 21.01.2023 17:45,11341.0,15117.0
21.01.2023 17:45 - 21.01.2023 18:00,11383.0,15204.0
21.01.2023 18:00 - 21.01.2023 18:15,11274.0,15107.0
21.01.2023 18:15 - 21.01.2023 18:30,11130.0,14955.0
21.01.2023 18:30 - 21.01.2023 18:45,11045.0,14800.0
21.01.2023 18:45 - 21.01.2023 19:00,10976.0,14658.0
21.01.2023 19:00 - 21.01.2023 19:15,10908.0,14462.0
21.01.2023 19:15 - 21.01.2023 19:30,10787.0,14325.0
21.01.2023 19:30 - 21.01.2023 19:45,10705.0,14206.0
21.01.2023 19:45 - 21.01.2023 20:00,10664.0,14113.0
21.01.2023 20:00 - 21.01.2023 20:15,10592.0,13914.0
21.01.2023 20:15 - 21.01.2023 20:30,10452.0,13793.0
21.01.2023 20:30 - 21.01.2023 20:45,10387.0,13615.0
21.01.2023 20:45 - 21.01.2023 21:00,10343.0,13416.0
21.01.2023 21:00 - 21.01.2023 21:15,10244.0,13251.0
21.01.2023 21:15 - 21.01.2023 21:30,10115.0,13136.0
21.01.2023 21:30 - 21.01.2023 21:45,10006.0,13028.0
21.01.2023 21:45 - 21.01.2023 22:00,9918.0,12798.0
21.01.2023 22:00 - 21.01.2023 22:15,9863.0,12646.0
21.01.2023 22:15 - 21.01.2023 22:30,9736.0,12476.0
21.01.2023 22:30 - 21.01.2023 22:45,9647.0,12343.0
21.01.2023 22:45 - 21.01.2023 23:00,9579.0,12232.0
21.01.2023 23:00 - 21.01.2023 23:15,9530.0,12063.0
21.01.2023 23:15 - 21.01.2023 23:30,9482.0,11952.0
21.01.2023 23:30 - 21.01.2023 23:45,9457.0,11744.0
21.01.2023 23:45 - 22.01.2023 00:00,9407.0,11610.0
22.01.2023 00:00 - 22.01.2023 00:15,8725.0,11489.0
22.01.2023 00:15 - 22.01.2023 00:30,8689.0,11353.0
22.01.2023 00:30 - 22.01.2023 00:45,8631.0,11259.0
22.01.2023 00:45 - 22.01.2023 01:00,8649.0,11140.0
22.01.2023 01:00 - 22.01.2023 01:15,8625.0,11019.0
22.01.2023 01:15 - 22.01.2023 01:30,8533.0,10969.0
22.01.2023 01:30 - 22.01.2023 01:45,8451.0,10846.0
22.01.2023 01:45 - 22.01.2023 02:00,8307.0,10750.0
22.01.2023 02:00 - 22.01.2023 02:15,8230.0,10673.0
22.01.2023 02:15 - 22.01.2023 02:30,8182.0,10599.0
22.01.2023 02:30 - 22.01.2023 02:45,8138.0,10502.0
22.01.2023 02:45 - 22.01.2023 03:00,8068.0,10424.0
22.01.2023 03:00 - 22.01.2023 03:15,8031.0,10419.0
22.01.2023 03:15 - 22.01.2023 03:30,8094.0,10402.0
22.01.2023 03:30 - 22.01.2023 03:45,8158.0,10335.0
22.01.2023 03:45 - 22.01.2023 04:00,8117.0,10317.0
22.01.2023 04:00 - 22.01.2023 04:15,8021.0,10293.0
22.01.2023 04:15 - 22.01.2023 04:30,7890.0,10291.0
22.01.2023 04:30 - 22.01.2023 04:45,7835.0,10317.0
22.01.2023 04:45 - 22.01.2023 05:00,7863.0,10279.0
22.01.2023 05:00 - 22.01.2023 05:15,7867.0,10300.0
22.01.2023 05:15 - 22.01.2023 05:30,7888.0,10277.0
22.01.2023 05:30 - 22.01.2023 05:45,7822.0,10287.0
22.01.2023 05:45 - 22.01.2023 06:00,7828.0,10316.0
22.01.2023 06:00 - 22.01.2023 06:15,7857.0,10396.0
22.01.2023 06:15 - 22.01.2023 06:30,7868.0,10408.0
22.01.2023 06:30 - 22.01.2023 06:45,7896.0,10461.0
22.01.2023 06:45 - 22.01.2023 07:00,7940.0,10538.0
22.01.2023 07:00 - 22.01.2023 07:15,8061.0,10714.0
22.01.2023 07:15 - 22.01.2023 07:30,8263.0,10887.0
22.01.2023 07:30 - 22.01.2023 07:45,8348.0,11029.0
22.01.2023 07:45 - 22.01.2023 08:00,8404.0,11116.0
22.01.2023 08:00 - 22.01.2023 08:15,8461.0,11365.0
22.01.2023 08:15 - 22.01.2023 08:30,8575.0,11571.0
22.01.2023 08:30 - 22.01.2023 08:45,8642.0,11654.0
22.01.2023 08:45 - 22.01.2023 09:00,8700.0,11839.0
22.01.2023 09:00 - 22.01.2023 09:15,8763.0,12043.0
22.01.2023 09:15 - 22.01.2023 09:30,8865.0,12158.0
22.01.2023 09:30 - 22.01.2023 09:45,8907.0,12306.0
22.01.2023 09:45 - 22.01.2023 10:00,8941.0,12413.0
22.01.2023 10:00 - 22.01.2023 10:15,8901.0,12376.0
22.01.2023 10:15 - 22.01.2023 10:30,8798.0,12426.0
22.01.2023 10:30 - 22.01.2023 10:45,8713.0,12465.0
22.01.2023 10:45 - 22.01.2023 11:00,8597.0,12450.0
22.01.2023 11:00 - 22.01.2023 11:15,8569.0,12491.0
22.01.2023 11:15 - 22.01.2023 11:30,8674.0,12498.0
22.01.2023 11:30 - 22.01.2023 11:45,8725.0,12544.0
22.01.2023 11:45 - 22.01.2023 12:00,8716.0,12602.0
22.01.2023 12:00 - 22.01.2023 12:15,8778.0,12707.0
22.01.2023 12:15 - 22.01.2023 12:30,8827.0,12723.0
22.01.2023 12:30 - 22.01.2023 12:45,8833.0,12713.0
22.01.2023 12:45 - 22.01.2023 13:00,8749.0,12719.0
22.01.2023 13:00 - 22.01.2023 13:15,8862.0,12791.0
22.01.2023 13:15 - 22.01.2023 13:30,9057.0,12877.0
22.01.2023 13:30 - 22.01.2023 13:45,9078.0,12920.0
22.01.2023 13:45 - 22.01.2023 14:00,9210.0,12916.0
22.01.2023 14:00 - 22.01.2023 14:15,9448.0,12937.0
22.01.2023 14:15 - 22.01.2023 14:30,9742.0,12987.0
22.01.2023 14:30 - 22.01.2023 14:45,9988.0,13037.0
22.01.2023 14:45 - 22.01.2023 15:00,10143.0,13072.0
22.01.2023 15:00 - 22.01.2023 15:15,10340.0,13109.0
22.01.2023 15:15 - 22.01.2023 15:30,10583.0,13211.0
22.01.2023 15:30 - 22.01.2023 15:45,10818.0,13315.0
22.01.2023 15:45 - 22.01.2023 16:00,10946.0,13357.0
22.01.2023 16:00 - 22.01.2023 16:15,10978.0,13394.0
22.01.2023 16:15 - 22.01.2023 16:30,11097.0,13477.0
22.01.2023 16:30 - 22.01.2023 16:45,11373.0,13630.0
22.01.2023 16:45 - 22.01.2023 17:00,11570.0,13952.0
22.01.2023 17:00 - 22.01.2023 17:15,11699.0,14255.0
22.01.2023 17:15 - 22.01.2023 17:30,11752.0,14671.0
22.01.2023 17:30 - 22.01.2023 17:45,11917.0,14966.0
22.01.2023 17:45 - 22.01.2023 18:00,12112.0,15048.0
22.01.2023 18:00 - 22.01.2023 18:15,12161.0,14948.0
22.01.2023 18:15 - 22.01.2023 18:30,12074.0,14781.0
22.01.2023 18:30 - 22.01.2023 18:45,12045.0,14661.0
22.01.2023 18:45 - 22.01.2023 19:00,12017.0,14546.0
22.01.2023 19:00 - 22.01.2023 19:15,12017.0,14379.0
22.01.2023 19:15 - 22.01.2023 19:30,12046.0,14243.0
22.01.2023 19:30 - 22.01.2023 19:45,12073.0,14123.0
22.01.2023 19:45 - 22.01.2023 20:00,12168.0,14025.0
22.01.2023 20:00 - 22.01.2023 20:15,12216.0,13839.0
22.01.2023 20:15 - 22.01.2023 20:30,12186.0,13711.0
22.01.2023 20:30 - 22.01.2023 20:45,12132.0,13549.0
22.01.2023 20:45 - 22.01.2023 21:00,12043.0,13365.0
22.01.2023 21:00 - 22.01.2023 21:15,11940.0,13193.0
22.01.2023 21:15 - 22.01.2023 21:30,11783.0,13062.0
22.01.2023 21:30 - 22.01.2023 21:45,11697.0,12901.0
22.01.2023 21:45 - 22.01.2023 22:00,11673.0,12749.0
22.01.2023 22:00 - 22.01.2023 22:15,11637.0,12549.0
22.01.2023 22:15 - 22.01.2023 22:30,11572.0,12410.0
22.01.2023 22:30 - 22.01.2023 22:45,11411.0,12158.0
22.01.2023 22:45 - 22.01.2023 23:00,11189.0,11991.0
22.01.2023 23:00 - 22.01.2023 23:15,11009.0,11749.0
22.01.2023 23:15 - 22.01.2023 23:30,10835.0,11601.0
22.01.2023 23:30 - 22.01.2023 23:45,10646.0,11456.0
22.01.2023 23:45 - 23.01.2023 00:00,10577.0,11334.0
22.01.2023 00:00 - 22.01.2023 00:15,8725.0,11489.0
22.01.2023 00:15 - 22.01.2023 00:30,8689.0,11353.0
22.01.2023 00:30 - 22.01.2023 00:45,8631.0,11259.0
22.01.2023 00:45 - 22.01.2023 01:00,8649.0,11140.0
22.01.2023 01:00 - 22.01.2023 01:15,8625.0,11019.0
22.01.2023 01:15 - 22.01.2023 01:30,8533.0,10969.0
22.01.2023 01:30 - 22.01.2023 01:45,8451.0,10846.0
22.01.2023 01:45 - 22.01.2023 02:00,8307.0,10750.0
22.01.2023 02:00 - 22.01.2023 02:15,8230.0,10673.0
22.01.2023 02:15 - 22.01.2023 02:30,8182.0,10599.0
22.01.2023 02:30 - 22.01.2023 02:45,8138.0,10502.0
22.01.2023 02:45 - 22.01.2023 03:00,8068.0,10424.0
22.01.2023 03:00 - 22.01.2023 03:15,8031.0,10419.0
22.01.2023 03:15 - 22.01.2023 03:30,8094.0,10402.0
22.01.2023 03:30 - 22.01.2023 03:45,8158.0,10335.0
22.01.2023 03:45 - 22.01.2023 04:00,8117.0,10317.0
22.01.2023 04:00 - 22.01.2023 04:15,8021.0,10293.0
22.01.2023 04:15 - 22.01.2023 04:30,7890.0,10291.0
22.01.2023 04:30 - 22.01.2023 04:45,7835.0,10317.0
22.01.2023 04:45 - 22.01.2023 05:00,7863.0,10279.0
22.01.2023 05:00 - 22.01.2023 05:15,7867.0,10300.0
22.01.2023 05:15 - 22.01.2023 05:30,7888.0,10277.0
22.01.2023 05:30 - 22.01.2023 05:45,7822.0,10287.0
22.01.2023 05:45 - 22.01.2023 06:00,7828.0,10316.0
22.01.2023 06:00 - 22.01.2023 06:15,7857.0,10396.0
22.01.2023 06:15 - 22.01.2023 06:30,7868.0,10408.0
22.01.2023 06:30 - 22.01.2023 06:45,7896.0,10461.0
22.01.2023 06:45 - 22.01.2023 07:00,7940.0,10538.0
22.01.2023 07:00 - 22.01.2023 07:15,8061.0,10714.0
22.01.2023 07:15 - 22.01.2023 07:30,8263.0,10887.0
22.01.2023 07:30 - 22.01.2023 07:45,8348.0,11029.0
22.01.2023 07:45 - 22.01.2023 08:00,8404.0,11116.0
22.01.2023 08:00 - 22.01.2023 08:15,8461.0,11365.0
22.01.2023 08:15 - 22.01.2023 08:30,8575.0,11571.0
22.01.2023 08:30 - 22.01.2023 08:45,8642.0,11654.0
22.01.2023 08:45 - 22.01.2023 09:00,8700.0,11839.0
22.01.2023 09:00 - 22.01.2023 09:15,8763.0,12043.0
22.01.2023 09:15 - 22.01.2023 09:30,8865.0,12158.0
22.01.2023 09:30 - 22.01.2023 09:45,8907.0,12306.0
22.01.2023 09:45 - 22.01.2023 10:00,8941.0,12413.0
22.01.2023 10:00 - 22.01.2023 10:15,8901.0,12376.0
22.01.2023 10:15 - 22.01.2023 10:30,8798.0,12426.0
22.01.2023 10:30 - 22.01.2023 10:45,8713.0,12465.0
22.01.2023 10:45 - 22.01.2023 11:00,8597.0,12450.0
22.01.2023 11:00 - 22.01.2023 11:15,8569.0,12491.0
22.01.2023 11:15 - 22.01.2023 11:30,8674.0,12498.0
22.01.2023 11:30 - 22.01.2023 11:45,8725.0,12544.0
22.01.2023 11:45 - 22.01.2023 12:00,8716.0,12602.0
22.01.2023 12:00 - 22.01.2023 12:15,8778.0,12707.0
22.01.2023 12:15 - 22.01.2023 12:30,8827.0,12723.0
22.01.2023 12:30 - 22.01.2023 12:45,8833.0,12713.0
22.01.2023 12:45 - 22.01.2023 13:00,8749.0,12719.0
22.01.2023 13:00 - 22.01.2023 13:15,8862.0,12791.0
22.01.2023 13:15 - 22.01.2023 13:30,9057.0,12877.0
22.01.2023 13:30 - 22.01.2023 13:45,9078.0,12920.0
22.01.2023 13:45 - 22.01.2023 14:00,9210.0,12916.0
22.01.2023 14:00 - 22.01.2023 14:15,9448.0,12937.0
22.01.2023 14:15 - 22.01.2023 14:30,9742.0,12987.0
22.01.2023 14:30 - 22.01.2023 14:45,9988.0,13037.0
22.01.2023 14:45 - 22.01.2023 15:00,10143.0,13072.0
22.01.2023 15:00 - 22.01.2023 15:15,10340.0,13109.0
22.01.2023 15:15 - 22.01.2023 15:30,10583.0,13211.0
22.01.2023 15:30 - 22.01.2023 15:45,10818.0,13315.0
22.01.2023 15:45 - 22.01.2023 16:00,10946.0,13357.0
22.01.2023 16:00 - 22.01.2023 16:15,10978.0,13394.0
22.01.2023 16:15 - 22.01.2023 16:30,11097.0,13477.0
22.01.2023 16:30 - 22.01.2023 16:45,11373.0,13630.0
22.01.2023 16:45 - 22.01.2023 17:00,11570.0,13952.0
22.01.2023 17:00 - 22.01.2023 17:15,11699.0,14255.0
22.01.2023 17:15 - 22.01.2023 17:30,11752.0,14671.0
22.01.2023 17:30 - 22.01.2023 17:45,11917.0,14966.0
22.01.2023 17:45 - 22.01.2023 18:00,12112.0,15048.0
22.01.2023 18:00 - 22.01.2023 18:15,12161.0,14948.0
22.01.2023 18:15 - 22.01.2023 18:30,12074.0,14781.0
22.01.2023 18:30 - 22.01.2023 18:45,12045.0,14661.0
22.01.2023 18:45 - 22.01.2023 19:00,12017.0,14546.0
22.01.2023 19:00 - 22.01.2023 19:15,12017.0,14379.0
22.01.2023 19:15 - 22.01.2023 19:30,12046.0,14243.0
22.01.2023 19:30 - 22.01.2023 19:45,12073.0,14123.0
22.01.2023 19:45 - 22.01.2023 20:00,12168.0,14025.0
22.01.2023 20:00 - 22.01.2023 20:15,12216.0,13839.0
22.01.2023 20:15 - 22.01.2023 20:30,12186.0,13711.0
22.01.2023 20:30 - 22.01.2023 20:45,12132.0,13549.0
22.01.2023 20:45 - 22.01.2023 21:00,12043.0,13365.0
22.01.2023 21:00 - 22.01.2023 21:15,11940.0,13193.0
22.01.2023 21:15 - 22.01.2023 21:30,11783.0,13062.0
22.01.2023 21:30 - 22.01.2023 21:45,11697.0,12901.0
22.01.2023 21:45 - 22.01.2023 22:00,11673.0,12749.0
22.01.2023 22:00 - 22.01.2023 22:15,11637.0,12549.0
22.01.2023 22:15 - 22.01.2023 22:30,11572.0,12410.0
22.01.2023 22:30 - 22.01.2023 22:45,11411.0,12158.0
22.01.2023 22:45 - 22.01.2023 23:00,11189.0,11991.0
22.01.2023 23:00 - 22.01.2023 23:15,11009.0,11749.0
22.01.2023 23:15 - 22.01.2023 23:30,10835.0,11601.0
22.01.2023 23:30 - 22.01.2023 23:45,10646.0,11456.0
22.01.2023 23:45 - 23.01.2023 00:00,10577.0,11334.0
23.01.2023 00:00 - 23.01.2023 00:15,10372.0,11187.0
23.01.2023 00:15 - 23.01.2023 00:30,10397.0,11106.0
23.01.2023 00:30 - 23.01.2023 00:45,10286.0,10996.0
23.01.2023 00:45 - 23.01.2023 01:00,10169.0,10836.0
23.01.2023 01:00 - 23.01.2023 01:15,10029.0,10767.0
23.01.2023 01:15 - 23.01.2023 01:30,9872.0,10715.0
23.01.2023 01:30 - 23.01.2023 01:45,9774.0,10604.0
23.01.2023 01:45 - 23.01.2023 02:00,9753.0,10517.0
23.01.2023 02:00 - 23.01.2023 02:15,9744.0,10489.0
23.01.2023 02:15 - 23.01.2023 02:30,9737.0,10465.0
23.01.2023 02:30 - 23.01.2023 02:45,9710.0,10441.0
23.01.2023 02:45 - 23.01.2023 03:00,9686.0,10379.0
23.01.2023 03:00 - 23.01.2023 03:15,9634.0,10426.0
23.01.2023 03:15 - 23.01.2023 03:30,9610.0,10402.0
23.01.2023 03:30 - 23.01.2023 03:45,9603.0,10410.0
23.01.2023 03:45 - 23.01.2023 04:00,9622.0,10401.0
23.01.2023 04:00 - 23.01.2023 04:15,9662.0,10416.0
23.01.2023 04:15 - 23.01.2023 04:30,9719.0,10412.0
23.01.2023 04:30 - 23.01.2023 04:45,9696.0,10464.0
23.01.2023 04:45 - 23.01.2023 05:00,9736.0,10533.0
23.01.2023 05:00 - 23.01.2023 05:15,9835.0,10617.0
23.01.2023 05:15 - 23.01.2023 05:30,10023.0,10793.0
23.01.2023 05:30 - 23.01.2023 05:45,10202.0,10939.0
23.01.2023 05:45 - 23.01.2023 06:00,10337.0,11111.0
23.01.2023 06:00 - 23.01.2023 06:15,10491.0,11510.0
23.01.2023 06:15 - 23.01.2023 06:30,10781.0,11794.0
23.01.2023 06:30 - 23.01.2023 06:45,11004.0,12218.0
23.01.2023 06:45 - 23.01.2023 07:00,11222.0,12630.0
23.01.2023 07:00 - 23.01.2023 07:15,11500.0,13294.0
23.01.2023 07:15 - 23.01.2023 07:30,11795.0,13807.0
23.01.2023 07:30 - 23.01.2023 07:45,12054.0,14284.0
23.01.2023 07:45 - 23.01.2023 08:00,12359.0,14725.0
23.01.2023 08:00 - 23.01.2023 08:15,12656.0,15181.0
23.01.2023 08:15 - 23.01.2023 08:30,12926.0,15420.0
23.01.2023 08:30 - 23.01.2023 08:45,13138.0,15557.0
23.01.2023 08:45 - 23.01.2023 09:00,13286.0,15778.0
23.01.2023 09:00 - 23.01.2023 09:15,13374.0,15924.0
23.01.2023 09:15 - 23.01.2023 09:30,13497.0,15989.0
23.01.2023 09:30 - 23.01.2023 09:45,13550.0,15938.0
23.01.2023 09:45 - 23.01.2023 10:00,13500.0,15915.0
23.01.2023 10:00 - 23.01.2023 10:15,13504.0,15815.0
23.01.2023 10:15 - 23.01.2023 10:30,13576.0,15724.0
23.01.2023 10:30 - 23.01.2023 10:45,13547.0,15613.0
23.01.2023 10:45 - 23.01.2023 11:00,13456.0,15489.0
23.01.2023 11:00 - 23.01.2023 11:15,13427.0,15382.0
23.01.2023 11:15 - 23.01.2023 11:30,13366.0,15244.0
23.01.2023 11:30 - 23.01.2023 11:45,13323.0,15064.0
23.01.2023 11:45 - 23.01.2023 12:00,13275.0,14983.0
23.01.2023 12:00 - 23.01.2023 12:15,13183.0,14793.0
23.01.2023 12:15 - 23.01.2023 12:30,13126.0,14612.0
23.01.2023 12:30 - 23.01.2023 12:45,13110.0,14388.0
23.01.2023 12:45 - 23.01.2023 13:00,13103.0,14366.0
23.01.2023 13:00 - 23.01.2023 13:15,13118.0,14407.0
23.01.2023 13:15 - 23.01.2023 13:30,13125.0,14445.0
23.01.2023 13:30 - 23.01.2023 13:45,13109.0,14516.0
23.01.2023 13:45 - 23.01.2023 14:00,13302.0,14593.0
23.01.2023 14:00 - 23.01.2023 14:15,13362.0,14647.0
23.01.2023 14:15 - 23.01.2023 14:30,13388.0,14664.0
23.01.2023 14:30 - 23.01.2023 14:45,13462.0,14631.0
23.01.2023 14:45 - 23.01.2023 15:00,13534.0,14615.0
23.01.2023 15:00 - 23.01.2023 15:15,13588.0,14634.0
23.01.2023 15:15 - 23.01.2023 15:30,13633.0,14737.0
23.01.2023 15:30 - 23.01.2023 15:45,13749.0,14918.0
23.01.2023 15:45 - 23.01.2023 16:00,13869.0,15088.0
23.01.2023 16:00 - 23.01.2023 16:15,13938.0,15246.0
23.01.2023 16:15 - 23.01.2023 16:30,13920.0,15437.0
23.01.2023 16:30 - 23.01.2023 16:45,13979.0,15564.0
23.01.2023 16:45 - 23.01.2023 17:00,14069.0,15869.0
23.01.2023 17:00 - 23.01.2023 17:15,14265.0,16148.0
23.01.2023 17:15 - 23.01.2023 17:30,14531.0,16533.0
23.01.2023 17:30 - 23.01.2023 17:45,14636.0,16728.0
23.01.2023 17:45 - 23.01.2023 18:00,14607.0,16727.0
23.01.2023 18:00 - 23.01.2023 18:15,14376.0,16427.0
23.01.2023 18:15 - 23.01.2023 18:30,13996.0,16205.0
23.01.2023 18:30 - 23.01.2023 18:45,13703.0,16059.0
23.01.2023 18:45 - 23.01.2023 19:00,13537.0,15915.0
23.01.2023 19:00 - 23.01.2023 19:15,13405.0,15736.0
23.01.2023 19:15 - 23.01.2023 19:30,13132.0,15568.0
23.01.2023 19:30 - 23.01.2023 19:45,12890.0,15408.0
23.01.2023 19:45 - 23.01.2023 20:00,12730.0,15295.0
23.01.2023 20:00 - 23.01.2023 20:15,12659.0,15004.0
23.01.2023 20:15 - 23.01.2023 20:30,12551.0,14808.0
23.01.2023 20:30 - 23.01.2023 20:45,12425.0,14631.0
23.01.2023 20:45 - 23.01.2023 21:00,12288.0,14409.0
23.01.2023 21:00 - 23.01.2023 21:15,12175.0,14194.0
23.01.2023 21:15 - 23.01.2023 21:30,12091.0,14046.0
23.01.2023 21:30 - 23.01.2023 21:45,11961.0,13787.0
23.01.2023 21:45 - 23.01.2023 22:00,11829.0,13564.0
23.01.2023 22:00 - 23.01.2023 22:15,11711.0,13264.0
23.01.2023 22:15 - 23.01.2023 22:30,11574.0,13099.0
23.01.2023 22:30 - 23.01.2023 22:45,11434.0,12860.0
23.01.2023 22:45 - 23.01.2023 23:00,11246.0,12588.0
23.01.2023 23:00 - 23.01.2023 23:15,11136.0,12373.0
23.01.2023 23:15 - 23.01.2023 23:30,11081.0,12218.0
23.01.2023 23:30 - 23.01.2023 23:45,10944.0,11961.0
23.01.2023 23:45 - 24.01.2023 00:00,10819.0,11782.0
24.01.2023 00:00 - 24.01.2023 00:15,10792.0,11674.0
24.01.2023 00:15 - 24.01.2023 00:30,10847.0,11517.0
24.01.2023 00:30 - 24.01.2023 00:45,10756.0,11393.0
