Time__CET_CEST_,Day_ahead_Total_Load_Forecast__MW____BZN_NL,Actual_Total_Load__MW____BZN_NL
17.04.2022 19:45 - 17.04.2022 20:00,11830.0,11059.0
17.04.2022 20:00 - 17.04.2022 20:15,12024.0,11325.0
17.04.2022 20:15 - 17.04.2022 20:30,12216.0,11545.0
17.04.2022 20:30 - 17.04.2022 20:45,12382.0,11667.0
17.04.2022 20:45 - 17.04.2022 21:00,12404.0,11644.0
17.04.2022 21:00 - 17.04.2022 21:15,12354.0,11698.0
17.04.2022 21:15 - 17.04.2022 21:30,12294.0,11635.0
17.04.2022 21:30 - 17.04.2022 21:45,12210.0,11566.0
17.04.2022 21:45 - 17.04.2022 22:00,12176.0,11480.0
17.04.2022 22:00 - 17.04.2022 22:15,12173.0,11353.0
17.04.2022 22:15 - 17.04.2022 22:30,12142.0,11229.0
17.04.2022 22:30 - 17.04.2022 22:45,12049.0,11083.0
17.04.2022 22:45 - 17.04.2022 23:00,11930.0,10988.0
17.04.2022 23:00 - 17.04.2022 23:15,11825.0,10789.0
17.04.2022 23:15 - 17.04.2022 23:30,11690.0,10663.0
17.04.2022 23:30 - 17.04.2022 23:45,11550.0,10522.0
17.04.2022 23:45 - 18.04.2022 00:00,11426.0,10344.0
18.04.2022 00:00 - 18.04.2022 00:15,11362.0,10333.0
18.04.2022 00:15 - 18.04.2022 00:30,11359.0,10265.0
18.04.2022 00:30 - 18.04.2022 00:45,11294.0,10150.0
18.04.2022 00:45 - 18.04.2022 01:00,11185.0,10060.0
18.04.2022 01:00 - 18.04.2022 01:15,11118.0,9917.0
18.04.2022 01:15 - 18.04.2022 01:30,11074.0,9837.0
18.04.2022 01:30 - 18.04.2022 01:45,10996.0,9704.0
18.04.2022 01:45 - 18.04.2022 02:00,10918.0,9653.0
18.04.2022 02:00 - 18.04.2022 02:15,10866.0,9583.0
18.04.2022 02:15 - 18.04.2022 02:30,10829.0,9512.0
18.04.2022 02:30 - 18.04.2022 02:45,10820.0,9489.0
18.04.2022 02:45 - 18.04.2022 03:00,10779.0,9405.0
18.04.2022 03:00 - 18.04.2022 03:15,10753.0,9407.0
18.04.2022 03:15 - 18.04.2022 03:30,10765.0,9385.0
18.04.2022 03:30 - 18.04.2022 03:45,10752.0,9334.0
18.04.2022 03:45 - 18.04.2022 04:00,10737.0,9342.0
18.04.2022 04:00 - 18.04.2022 04:15,10748.0,9360.0
18.04.2022 04:15 - 18.04.2022 04:30,10780.0,9375.0
18.04.2022 04:30 - 18.04.2022 04:45,10801.0,9360.0
18.04.2022 04:45 - 18.04.2022 05:00,10816.0,9378.0
18.04.2022 05:00 - 18.04.2022 05:15,10861.0,9473.0
18.04.2022 05:15 - 18.04.2022 05:30,10957.0,9494.0
18.04.2022 05:30 - 18.04.2022 05:45,11052.0,9564.0
18.04.2022 05:45 - 18.04.2022 06:00,11132.0,9602.0
18.04.2022 06:00 - 18.04.2022 06:15,11218.0,9741.0
18.04.2022 06:15 - 18.04.2022 06:30,11387.0,9760.0
18.04.2022 06:30 - 18.04.2022 06:45,11610.0,9665.0
18.04.2022 06:45 - 18.04.2022 07:00,11789.0,9620.0
18.04.2022 07:00 - 18.04.2022 07:15,12021.0,9619.0
18.04.2022 07:15 - 18.04.2022 07:30,12367.0,9462.0
18.04.2022 07:30 - 18.04.2022 07:45,12635.0,9325.0
18.04.2022 07:45 - 18.04.2022 08:00,12810.0,9213.0
18.04.2022 08:00 - 18.04.2022 08:15,12931.0,9157.0
18.04.2022 08:15 - 18.04.2022 08:30,13039.0,9059.0
18.04.2022 08:30 - 18.04.2022 08:45,13030.0,8954.0
18.04.2022 08:45 - 18.04.2022 09:00,12976.0,8825.0
18.04.2022 09:00 - 18.04.2022 09:15,12831.0,8673.0
18.04.2022 09:15 - 18.04.2022 09:30,12632.0,8523.0
18.04.2022 09:30 - 18.04.2022 09:45,12392.0,8375.0
18.04.2022 09:45 - 18.04.2022 10:00,12090.0,8231.0
18.04.2022 10:00 - 18.04.2022 10:15,11832.0,8022.0
18.04.2022 10:15 - 18.04.2022 10:30,11566.0,7804.0
18.04.2022 10:30 - 18.04.2022 10:45,11288.0,7642.0
18.04.2022 10:45 - 18.04.2022 11:00,11019.0,7462.0
18.04.2022 11:00 - 18.04.2022 11:15,10757.0,7241.0
18.04.2022 11:15 - 18.04.2022 11:30,10503.0,7065.0
18.04.2022 11:30 - 18.04.2022 11:45,10190.0,6934.0
18.04.2022 11:45 - 18.04.2022 12:00,9905.0,6818.0
18.04.2022 12:00 - 18.04.2022 12:15,9759.0,6728.0
18.04.2022 12:15 - 18.04.2022 12:30,9594.0,6607.0
18.04.2022 12:30 - 18.04.2022 12:45,9388.0,6465.0
18.04.2022 12:45 - 18.04.2022 13:00,9213.0,6320.0
18.04.2022 13:00 - 18.04.2022 13:15,9066.0,6192.0
18.04.2022 13:15 - 18.04.2022 13:30,8940.0,6083.0
18.04.2022 13:30 - 18.04.2022 13:45,8776.0,6015.0
18.04.2022 13:45 - 18.04.2022 14:00,8637.0,5995.0
18.04.2022 14:00 - 18.04.2022 14:15,8558.0,5988.0
18.04.2022 14:15 - 18.04.2022 14:30,8527.0,6004.0
18.04.2022 14:30 - 18.04.2022 14:45,8536.0,6041.0
18.04.2022 14:45 - 18.04.2022 15:00,8591.0,6096.0
18.04.2022 15:00 - 18.04.2022 15:15,8710.0,6197.0
18.04.2022 15:15 - 18.04.2022 15:30,8858.0,6285.0
18.04.2022 15:30 - 18.04.2022 15:45,9027.0,6409.0
18.04.2022 15:45 - 18.04.2022 16:00,9213.0,6595.0
18.04.2022 16:00 - 18.04.2022 16:15,9363.0,6829.0
18.04.2022 16:15 - 18.04.2022 16:30,9464.0,7059.0
18.04.2022 16:30 - 18.04.2022 16:45,9679.0,7392.0
18.04.2022 16:45 - 18.04.2022 17:00,9998.0,7805.0
18.04.2022 17:00 - 18.04.2022 17:15,10487.0,8285.0
18.04.2022 17:15 - 18.04.2022 17:30,10980.0,8752.0
18.04.2022 17:30 - 18.04.2022 17:45,11424.0,9258.0
18.04.2022 17:45 - 18.04.2022 18:00,11747.0,9714.0
18.04.2022 18:00 - 18.04.2022 18:15,11967.0,10056.0
18.04.2022 18:15 - 18.04.2022 18:30,12042.0,10304.0
18.04.2022 18:30 - 18.04.2022 18:45,12175.0,10579.0
18.04.2022 18:45 - 18.04.2022 19:00,12360.0,10893.0
18.04.2022 19:00 - 18.04.2022 19:15,12521.0,11156.0
18.04.2022 19:15 - 18.04.2022 19:30,12662.0,11392.0
18.04.2022 19:30 - 18.04.2022 19:45,12798.0,11634.0
18.04.2022 19:45 - 18.04.2022 20:00,12887.0,11921.0
18.04.2022 20:00 - 18.04.2022 20:15,13006.0,12039.0
18.04.2022 20:15 - 18.04.2022 20:30,13141.0,12180.0
18.04.2022 20:30 - 18.04.2022 20:45,13215.0,12211.0
18.04.2022 20:45 - 18.04.2022 21:00,13179.0,12206.0
18.04.2022 21:00 - 18.04.2022 21:15,13118.0,12208.0
18.04.2022 21:15 - 18.04.2022 21:30,13029.0,12119.0
18.04.2022 21:30 - 18.04.2022 21:45,12928.0,11995.0
18.04.2022 21:45 - 18.04.2022 22:00,12779.0,11899.0
18.04.2022 22:00 - 18.04.2022 22:15,12631.0,11732.0
18.04.2022 22:15 - 18.04.2022 22:30,12504.0,11591.0
18.04.2022 22:30 - 18.04.2022 22:45,12362.0,11418.0
18.04.2022 22:45 - 18.04.2022 23:00,12168.0,11265.0
18.04.2022 23:00 - 18.04.2022 23:15,12027.0,11075.0
18.04.2022 23:15 - 18.04.2022 23:30,11991.0,10954.0
18.04.2022 23:30 - 18.04.2022 23:45,11910.0,10759.0
18.04.2022 23:45 - 19.04.2022 00:00,11771.0,10601.0
19.04.2022 00:00 - 19.04.2022 00:15,11657.0,10481.0
19.04.2022 00:15 - 19.04.2022 00:30,11586.0,10391.0
19.04.2022 00:30 - 19.04.2022 00:45,11471.0,10271.0
19.04.2022 00:45 - 19.04.2022 01:00,11369.0,10145.0
19.04.2022 01:00 - 19.04.2022 01:15,11289.0,10057.0
19.04.2022 01:15 - 19.04.2022 01:30,11176.0,9972.0
19.04.2022 01:30 - 19.04.2022 01:45,11006.0,9909.0
19.04.2022 01:45 - 19.04.2022 02:00,10905.0,9843.0
19.04.2022 02:00 - 19.04.2022 02:15,10903.0,9840.0
19.04.2022 02:15 - 19.04.2022 02:30,10885.0,9818.0
19.04.2022 02:30 - 19.04.2022 02:45,10884.0,9760.0
19.04.2022 02:45 - 19.04.2022 03:00,10876.0,9732.0
19.04.2022 03:00 - 19.04.2022 03:15,10883.0,9723.0
19.04.2022 03:15 - 19.04.2022 03:30,10914.0,9693.0
19.04.2022 03:30 - 19.04.2022 03:45,10917.0,9689.0
19.04.2022 03:45 - 19.04.2022 04:00,10894.0,9702.0
19.04.2022 04:00 - 19.04.2022 04:15,10904.0,9736.0
19.04.2022 04:15 - 19.04.2022 04:30,10936.0,9715.0
19.04.2022 04:30 - 19.04.2022 04:45,10975.0,9744.0
19.04.2022 04:45 - 19.04.2022 05:00,10989.0,9789.0
19.04.2022 05:00 - 19.04.2022 05:15,11035.0,9906.0
19.04.2022 05:15 - 19.04.2022 05:30,11137.0,10002.0
19.04.2022 05:30 - 19.04.2022 05:45,11276.0,10169.0
19.04.2022 05:45 - 19.04.2022 06:00,11380.0,10335.0
19.04.2022 06:00 - 19.04.2022 06:15,11460.0,10766.0
19.04.2022 06:15 - 19.04.2022 06:30,11634.0,10975.0
19.04.2022 06:30 - 19.04.2022 06:45,11865.0,11181.0
19.04.2022 06:45 - 19.04.2022 07:00,12072.0,11398.0
19.04.2022 07:00 - 19.04.2022 07:15,12375.0,11692.0
19.04.2022 07:15 - 19.04.2022 07:30,12730.0,11829.0
19.04.2022 07:30 - 19.04.2022 07:45,12972.0,11920.0
19.04.2022 07:45 - 19.04.2022 08:00,13120.0,11948.0
19.04.2022 08:00 - 19.04.2022 08:15,13207.0,11874.0
19.04.2022 08:15 - 19.04.2022 08:30,13279.0,11741.0
19.04.2022 08:30 - 19.04.2022 08:45,13281.0,11642.0
19.04.2022 08:45 - 19.04.2022 09:00,13231.0,11533.0
19.04.2022 09:00 - 19.04.2022 09:15,13165.0,11380.0
19.04.2022 09:15 - 19.04.2022 09:30,13025.0,11159.0
19.04.2022 09:30 - 19.04.2022 09:45,12809.0,10962.0
19.04.2022 09:45 - 19.04.2022 10:00,12580.0,10698.0
19.04.2022 10:00 - 19.04.2022 10:15,12387.0,10400.0
19.04.2022 10:15 - 19.04.2022 10:30,12131.0,10122.0
19.04.2022 10:30 - 19.04.2022 10:45,11895.0,9855.0
19.04.2022 10:45 - 19.04.2022 11:00,11736.0,9604.0
19.04.2022 11:00 - 19.04.2022 11:15,11500.0,9346.0
19.04.2022 11:15 - 19.04.2022 11:30,11170.0,9123.0
19.04.2022 11:30 - 19.04.2022 11:45,10851.0,8914.0
19.04.2022 11:45 - 19.04.2022 12:00,10627.0,8803.0
19.04.2022 12:00 - 19.04.2022 12:15,10414.0,8665.0
19.04.2022 12:15 - 19.04.2022 12:30,10142.0,8545.0
19.04.2022 12:30 - 19.04.2022 12:45,11733.0,8339.0
19.04.2022 12:45 - 19.04.2022 13:00,17486.0,8257.0
19.04.2022 13:00 - 19.04.2022 13:15,18321.0,8219.0
19.04.2022 13:15 - 19.04.2022 13:30,10109.0,8177.0
19.04.2022 13:30 - 19.04.2022 13:45,9596.0,8149.0
19.04.2022 13:45 - 19.04.2022 14:00,9467.0,8110.0
19.04.2022 14:00 - 19.04.2022 14:15,9427.0,8064.0
19.04.2022 14:15 - 19.04.2022 14:30,9405.0,8096.0
19.04.2022 14:30 - 19.04.2022 14:45,9358.0,8161.0
19.04.2022 14:45 - 19.04.2022 15:00,9333.0,8242.0
19.04.2022 15:00 - 19.04.2022 15:15,8850.0,8403.0
19.04.2022 15:15 - 19.04.2022 15:30,8378.0,8563.0
19.04.2022 15:30 - 19.04.2022 15:45,9528.0,8773.0
19.04.2022 15:45 - 19.04.2022 16:00,9715.0,8980.0
19.04.2022 16:00 - 19.04.2022 16:15,9874.0,9192.0
19.04.2022 16:15 - 19.04.2022 16:30,10031.0,9385.0
19.04.2022 16:30 - 19.04.2022 16:45,10227.0,9669.0
19.04.2022 16:45 - 19.04.2022 17:00,10498.0,10094.0
19.04.2022 17:00 - 19.04.2022 17:15,10857.0,10509.0
19.04.2022 17:15 - 19.04.2022 17:30,11230.0,10981.0
19.04.2022 17:30 - 19.04.2022 17:45,11702.0,11340.0
19.04.2022 17:45 - 19.04.2022 18:00,12113.0,11613.0
19.04.2022 18:00 - 19.04.2022 18:15,12331.0,11724.0
19.04.2022 18:15 - 19.04.2022 18:30,12394.0,11823.0
19.04.2022 18:30 - 19.04.2022 18:45,12495.0,12024.0
19.04.2022 18:45 - 19.04.2022 19:00,12633.0,12242.0
19.04.2022 19:00 - 19.04.2022 19:15,12769.0,12431.0
19.04.2022 19:15 - 19.04.2022 19:30,12857.0,12601.0
19.04.2022 19:30 - 19.04.2022 19:45,12946.0,12759.0
19.04.2022 19:45 - 19.04.2022 20:00,13129.0,12983.0
19.04.2022 20:00 - 19.04.2022 20:15,13262.0,13049.0
19.04.2022 20:15 - 19.04.2022 20:30,13369.0,13114.0
19.04.2022 20:30 - 19.04.2022 20:45,13415.0,13215.0
19.04.2022 20:45 - 19.04.2022 21:00,13382.0,13201.0
19.04.2022 21:00 - 19.04.2022 21:15,13363.0,13141.0
19.04.2022 21:15 - 19.04.2022 21:30,13276.0,13109.0
19.04.2022 21:30 - 19.04.2022 21:45,13127.0,12938.0
19.04.2022 21:45 - 19.04.2022 22:00,12991.0,12758.0
19.04.2022 22:00 - 19.04.2022 22:15,12881.0,12520.0
19.04.2022 22:15 - 19.04.2022 22:30,12759.0,12355.0
19.04.2022 22:30 - 19.04.2022 22:45,12628.0,12142.0
19.04.2022 22:45 - 19.04.2022 23:00,12503.0,11893.0
19.04.2022 23:00 - 19.04.2022 23:15,12419.0,11770.0
19.04.2022 23:15 - 19.04.2022 23:30,12420.0,11623.0
19.04.2022 23:30 - 19.04.2022 23:45,12333.0,11421.0
19.04.2022 23:45 - 20.04.2022 00:00,12202.0,11260.0
20.04.2022 00:00 - 20.04.2022 00:15,12068.0,11014.0
20.04.2022 00:15 - 20.04.2022 00:30,11980.0,10911.0
20.04.2022 00:30 - 20.04.2022 00:45,11846.0,10742.0
20.04.2022 00:45 - 20.04.2022 01:00,11654.0,10587.0
20.04.2022 01:00 - 20.04.2022 01:15,11543.0,10452.0
20.04.2022 01:15 - 20.04.2022 01:30,11481.0,10393.0
20.04.2022 01:30 - 20.04.2022 01:45,11381.0,10275.0
20.04.2022 01:45 - 20.04.2022 02:00,11266.0,10163.0
20.04.2022 02:00 - 20.04.2022 02:15,11171.0,10106.0
20.04.2022 02:15 - 20.04.2022 02:30,11103.0,10054.0
20.04.2022 02:30 - 20.04.2022 02:45,11056.0,10013.0
20.04.2022 02:45 - 20.04.2022 03:00,11024.0,9980.0
20.04.2022 03:00 - 20.04.2022 03:15,10970.0,9970.0
20.04.2022 03:15 - 20.04.2022 03:30,10914.0,9943.0
20.04.2022 03:30 - 20.04.2022 03:45,10886.0,9939.0
20.04.2022 03:45 - 20.04.2022 04:00,10888.0,9931.0
20.04.2022 04:00 - 20.04.2022 04:15,10900.0,10005.0
20.04.2022 04:15 - 20.04.2022 04:30,10923.0,9997.0
20.04.2022 04:30 - 20.04.2022 04:45,10917.0,10010.0
20.04.2022 04:45 - 20.04.2022 05:00,10923.0,10034.0
20.04.2022 05:00 - 20.04.2022 05:15,10979.0,10127.0
20.04.2022 05:15 - 20.04.2022 05:30,11058.0,10218.0
20.04.2022 05:30 - 20.04.2022 05:45,11162.0,10374.0
20.04.2022 05:45 - 20.04.2022 06:00,11233.0,10550.0
20.04.2022 06:00 - 20.04.2022 06:15,11299.0,10873.0
20.04.2022 06:15 - 20.04.2022 06:30,11468.0,11084.0
20.04.2022 06:30 - 20.04.2022 06:45,11731.0,11264.0
20.04.2022 06:45 - 20.04.2022 07:00,11929.0,11474.0
20.04.2022 07:00 - 20.04.2022 07:15,12140.0,11781.0
20.04.2022 07:15 - 20.04.2022 07:30,12451.0,11939.0
20.04.2022 07:30 - 20.04.2022 07:45,12684.0,12035.0
20.04.2022 07:45 - 20.04.2022 08:00,12833.0,12033.0
20.04.2022 08:00 - 20.04.2022 08:15,12912.0,11981.0
20.04.2022 08:15 - 20.04.2022 08:30,12982.0,11841.0
20.04.2022 08:30 - 20.04.2022 08:45,12990.0,11680.0
20.04.2022 08:45 - 20.04.2022 09:00,12957.0,11488.0
20.04.2022 09:00 - 20.04.2022 09:15,12861.0,11265.0
20.04.2022 09:15 - 20.04.2022 09:30,12692.0,10988.0
20.04.2022 09:30 - 20.04.2022 09:45,12497.0,10667.0
20.04.2022 09:45 - 20.04.2022 10:00,12310.0,10396.0
20.04.2022 10:00 - 20.04.2022 10:15,12197.0,10107.0
20.04.2022 10:15 - 20.04.2022 10:30,12073.0,9859.0
20.04.2022 10:30 - 20.04.2022 10:45,11848.0,9611.0
20.04.2022 10:45 - 20.04.2022 11:00,11578.0,9381.0
20.04.2022 11:00 - 20.04.2022 11:15,11292.0,9157.0
20.04.2022 11:15 - 20.04.2022 11:30,11095.0,8942.0
20.04.2022 11:30 - 20.04.2022 11:45,11086.0,8764.0
20.04.2022 11:45 - 20.04.2022 12:00,10995.0,8611.0
20.04.2022 12:00 - 20.04.2022 12:15,10963.0,8408.0
20.04.2022 12:15 - 20.04.2022 12:30,10906.0,8271.0
20.04.2022 12:30 - 20.04.2022 12:45,10845.0,8120.0
20.04.2022 12:45 - 20.04.2022 13:00,10812.0,8034.0
20.04.2022 13:00 - 20.04.2022 13:15,10827.0,8009.0
20.04.2022 13:15 - 20.04.2022 13:30,10846.0,7957.0
20.04.2022 13:30 - 20.04.2022 13:45,10783.0,7954.0
20.04.2022 13:45 - 20.04.2022 14:00,10721.0,7954.0
20.04.2022 14:00 - 20.04.2022 14:15,10669.0,7937.0
20.04.2022 14:15 - 20.04.2022 14:30,10695.0,8028.0
20.04.2022 14:30 - 20.04.2022 14:45,10678.0,8054.0
20.04.2022 14:45 - 20.04.2022 15:00,10675.0,8105.0
20.04.2022 15:00 - 20.04.2022 15:15,10705.0,8166.0
20.04.2022 15:15 - 20.04.2022 15:30,10468.0,8324.0
20.04.2022 15:30 - 20.04.2022 15:45,10091.0,8469.0
20.04.2022 15:45 - 20.04.2022 16:00,10634.0,8646.0
20.04.2022 16:00 - 20.04.2022 16:15,11287.0,8847.0
20.04.2022 16:15 - 20.04.2022 16:30,11454.0,9048.0
20.04.2022 16:30 - 20.04.2022 16:45,11616.0,9339.0
20.04.2022 16:45 - 20.04.2022 17:00,11800.0,9745.0
20.04.2022 17:00 - 20.04.2022 17:15,12022.0,10155.0
20.04.2022 17:15 - 20.04.2022 17:30,12247.0,10643.0
20.04.2022 17:30 - 20.04.2022 17:45,12523.0,11005.0
20.04.2022 17:45 - 20.04.2022 18:00,12737.0,11303.0
20.04.2022 18:00 - 20.04.2022 18:15,12821.0,11425.0
20.04.2022 18:15 - 20.04.2022 18:30,12791.0,11574.0
20.04.2022 18:30 - 20.04.2022 18:45,12778.0,11764.0
20.04.2022 18:45 - 20.04.2022 19:00,12826.0,12007.0
20.04.2022 19:00 - 20.04.2022 19:15,12914.0,12222.0
20.04.2022 19:15 - 20.04.2022 19:30,12944.0,12446.0
20.04.2022 19:30 - 20.04.2022 19:45,13013.0,12685.0
20.04.2022 19:45 - 20.04.2022 20:00,13103.0,12968.0
20.04.2022 20:00 - 20.04.2022 20:15,13186.0,13092.0
20.04.2022 20:15 - 20.04.2022 20:30,13222.0,13212.0
20.04.2022 20:30 - 20.04.2022 20:45,13207.0,13318.0
20.04.2022 20:45 - 20.04.2022 21:00,13176.0,13300.0
20.04.2022 21:00 - 20.04.2022 21:15,13130.0,13308.0
20.04.2022 21:15 - 20.04.2022 21:30,13035.0,13234.0
20.04.2022 21:30 - 20.04.2022 21:45,12917.0,13090.0
20.04.2022 21:45 - 20.04.2022 22:00,12772.0,12921.0
20.04.2022 22:00 - 20.04.2022 22:15,12655.0,12694.0
20.04.2022 22:15 - 20.04.2022 22:30,12521.0,12548.0
20.04.2022 22:30 - 20.04.2022 22:45,12373.0,12348.0
20.04.2022 22:45 - 20.04.2022 23:00,12232.0,12106.0
20.04.2022 23:00 - 20.04.2022 23:15,12162.0,11911.0
20.04.2022 23:15 - 20.04.2022 23:30,12178.0,11761.0
20.04.2022 23:30 - 20.04.2022 23:45,12093.0,11518.0
20.04.2022 23:45 - 21.04.2022 00:00,11935.0,11318.0
21.04.2022 00:00 - 21.04.2022 00:15,11807.0,11143.0
21.04.2022 00:15 - 21.04.2022 00:30,11715.0,10963.0
21.04.2022 00:30 - 21.04.2022 00:45,11581.0,10823.0
21.04.2022 00:45 - 21.04.2022 01:00,11427.0,10727.0
21.04.2022 01:00 - 21.04.2022 01:15,11266.0,10590.0
21.04.2022 01:15 - 21.04.2022 01:30,11109.0,10512.0
21.04.2022 01:30 - 21.04.2022 01:45,11022.0,10404.0
21.04.2022 01:45 - 21.04.2022 02:00,10969.0,10342.0
21.04.2022 02:00 - 21.04.2022 02:15,10909.0,10226.0
21.04.2022 02:15 - 21.04.2022 02:30,10853.0,10179.0
21.04.2022 02:30 - 21.04.2022 02:45,10800.0,10171.0
21.04.2022 02:45 - 21.04.2022 03:00,10735.0,10091.0
21.04.2022 03:00 - 21.04.2022 03:15,10695.0,10052.0
21.04.2022 03:15 - 21.04.2022 03:30,10659.0,10050.0
21.04.2022 03:30 - 21.04.2022 03:45,10636.0,9963.0
21.04.2022 03:45 - 21.04.2022 04:00,10637.0,9960.0
21.04.2022 04:00 - 21.04.2022 04:15,10635.0,10051.0
21.04.2022 04:15 - 21.04.2022 04:30,10626.0,10036.0
21.04.2022 04:30 - 21.04.2022 04:45,10645.0,10085.0
21.04.2022 04:45 - 21.04.2022 05:00,10711.0,10132.0
21.04.2022 05:00 - 21.04.2022 05:15,10799.0,10218.0
21.04.2022 05:15 - 21.04.2022 05:30,10919.0,10319.0
21.04.2022 05:30 - 21.04.2022 05:45,11040.0,10487.0
21.04.2022 05:45 - 21.04.2022 06:00,11185.0,10620.0
21.04.2022 06:00 - 21.04.2022 06:15,11329.0,10953.0
21.04.2022 06:15 - 21.04.2022 06:30,11564.0,11060.0
21.04.2022 06:30 - 21.04.2022 06:45,11831.0,11224.0
21.04.2022 06:45 - 21.04.2022 07:00,12042.0,11458.0
21.04.2022 07:00 - 21.04.2022 07:15,12302.0,11788.0
21.04.2022 07:15 - 21.04.2022 07:30,12657.0,11962.0
21.04.2022 07:30 - 21.04.2022 07:45,12891.0,12084.0
21.04.2022 07:45 - 21.04.2022 08:00,13047.0,12096.0
21.04.2022 08:00 - 21.04.2022 08:15,13127.0,12016.0
21.04.2022 08:15 - 21.04.2022 08:30,13183.0,11844.0
21.04.2022 08:30 - 21.04.2022 08:45,13232.0,11680.0
21.04.2022 08:45 - 21.04.2022 09:00,13156.0,11497.0
21.04.2022 09:00 - 21.04.2022 09:15,13036.0,11248.0
21.04.2022 09:15 - 21.04.2022 09:30,12843.0,10959.0
21.04.2022 09:30 - 21.04.2022 09:45,12633.0,10639.0
21.04.2022 09:45 - 21.04.2022 10:00,12389.0,10372.0
21.04.2022 10:00 - 21.04.2022 10:15,12103.0,10079.0
21.04.2022 10:15 - 21.04.2022 10:30,11771.0,9822.0
21.04.2022 10:30 - 21.04.2022 10:45,11496.0,9541.0
21.04.2022 10:45 - 21.04.2022 11:00,11156.0,9331.0
21.04.2022 11:00 - 21.04.2022 11:15,10842.0,9069.0
21.04.2022 11:15 - 21.04.2022 11:30,10564.0,8882.0
21.04.2022 11:30 - 21.04.2022 11:45,10349.0,8729.0
21.04.2022 11:45 - 21.04.2022 12:00,10288.0,8603.0
21.04.2022 12:00 - 21.04.2022 12:15,10194.0,8424.0
21.04.2022 12:15 - 21.04.2022 12:30,9951.0,8303.0
21.04.2022 12:30 - 21.04.2022 12:45,9759.0,8090.0
21.04.2022 12:45 - 21.04.2022 13:00,9631.0,8013.0
21.04.2022 13:00 - 21.04.2022 13:15,9610.0,8051.0
21.04.2022 13:15 - 21.04.2022 13:30,9648.0,8039.0
21.04.2022 13:30 - 21.04.2022 13:45,9673.0,8071.0
21.04.2022 13:45 - 21.04.2022 14:00,9754.0,8126.0
21.04.2022 14:00 - 21.04.2022 14:15,9865.0,8124.0
21.04.2022 14:15 - 21.04.2022 14:30,9924.0,8216.0
21.04.2022 14:30 - 21.04.2022 14:45,9975.0,8263.0
21.04.2022 14:45 - 21.04.2022 15:00,10101.0,8367.0
21.04.2022 15:00 - 21.04.2022 15:15,10157.0,8473.0
21.04.2022 15:15 - 21.04.2022 15:30,10140.0,8516.0
21.04.2022 15:30 - 21.04.2022 15:45,10184.0,8677.0
21.04.2022 15:45 - 21.04.2022 16:00,10324.0,8916.0
21.04.2022 16:00 - 21.04.2022 16:15,10456.0,9122.0
21.04.2022 16:15 - 21.04.2022 16:30,10551.0,9291.0
21.04.2022 16:30 - 21.04.2022 16:45,10725.0,9650.0
21.04.2022 16:45 - 21.04.2022 17:00,10916.0,10112.0
21.04.2022 17:00 - 21.04.2022 17:15,11148.0,10544.0
21.04.2022 17:15 - 21.04.2022 17:30,11434.0,11009.0
21.04.2022 17:30 - 21.04.2022 17:45,11750.0,11448.0
21.04.2022 17:45 - 21.04.2022 18:00,12044.0,11736.0
21.04.2022 18:00 - 21.04.2022 18:15,12226.0,11905.0
21.04.2022 18:15 - 21.04.2022 18:30,12232.0,12170.0
21.04.2022 18:30 - 21.04.2022 18:45,12308.0,12340.0
21.04.2022 18:45 - 21.04.2022 19:00,12439.0,12538.0
21.04.2022 19:00 - 21.04.2022 19:15,12575.0,12739.0
21.04.2022 19:15 - 21.04.2022 19:30,12703.0,12920.0
21.04.2022 19:30 - 21.04.2022 19:45,12858.0,13063.0
21.04.2022 19:45 - 21.04.2022 20:00,13035.0,13228.0
21.04.2022 20:00 - 21.04.2022 20:15,13180.0,13356.0
21.04.2022 20:15 - 21.04.2022 20:30,13295.0,13368.0
21.04.2022 20:30 - 21.04.2022 20:45,13339.0,13473.0
21.04.2022 20:45 - 21.04.2022 21:00,13327.0,13481.0
21.04.2022 21:00 - 21.04.2022 21:15,13260.0,13380.0
21.04.2022 21:15 - 21.04.2022 21:30,13157.0,13269.0
21.04.2022 21:30 - 21.04.2022 21:45,13032.0,13119.0
21.04.2022 21:45 - 21.04.2022 22:00,12876.0,12949.0
21.04.2022 22:00 - 21.04.2022 22:15,12721.0,12708.0
21.04.2022 22:15 - 21.04.2022 22:30,12561.0,12558.0
21.04.2022 22:30 - 21.04.2022 22:45,12395.0,12302.0
21.04.2022 22:45 - 21.04.2022 23:00,12227.0,12077.0
21.04.2022 23:00 - 21.04.2022 23:15,12150.0,11975.0
21.04.2022 23:15 - 21.04.2022 23:30,12104.0,11794.0
21.04.2022 23:30 - 21.04.2022 23:45,11921.0,11642.0
21.04.2022 23:45 - 22.04.2022 00:00,11756.0,11410.0
22.04.2022 00:00 - 22.04.2022 00:15,11795.0,11220.0
22.04.2022 00:15 - 22.04.2022 00:30,11692.0,11106.0
22.04.2022 00:30 - 22.04.2022 00:45,11582.0,10934.0
22.04.2022 00:45 - 22.04.2022 01:00,11388.0,10840.0
22.04.2022 01:00 - 22.04.2022 01:15,11122.0,10701.0
22.04.2022 01:15 - 22.04.2022 01:30,11025.0,10611.0
22.04.2022 01:30 - 22.04.2022 01:45,10994.0,10507.0
22.04.2022 01:45 - 22.04.2022 02:00,10943.0,10402.0
22.04.2022 02:00 - 22.04.2022 02:15,10922.0,10346.0
